"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	21	32423	64.8
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	30	103578	29.0
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	72	141400	50.9
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	67	142488	47.0
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	83	129092	64.3
	"Cook County, IL"	"17031"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	82	113931	72.0
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	23743	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	18	23315	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	16	24009	Unreliable
	"DuPage County, IL"	"17043"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	13	24284	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	13	23126	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	22	23208	94.8
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	17	23704	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	24239	Unreliable
	"DuPage County, IL"	"17043"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	22679	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	13	23015	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	14	23079	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	14	24242	Unreliable
	"DuPage County, IL"	"17043"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	13	22949	Unreliable
	"Kane County, IL"	"17089"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	13763	Unreliable
	"Kane County, IL"	"17089"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	14463	Unreliable
	"Kane County, IL"	"17089"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	14153	Unreliable
	"Lake County, IL"	"17097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	16253	123.1
	"Lake County, IL"	"17097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	15764	Unreliable
	"Lake County, IL"	"17097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	17258	Unreliable
	"Lake County, IL"	"17097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	15428	Unreliable
	"McHenry County, IL"	"17111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	16	8228	Unreliable
	"Madison County, IL"	"17119"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	14	8067	Unreliable
	"Madison County, IL"	"17119"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	7589	Unreliable
	"St. Clair County, IL"	"17163"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	11	5503	Unreliable
	"St. Clair County, IL"	"17163"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	5338	Unreliable
	"Will County, IL"	"17197"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	16201	123.4
	"Will County, IL"	"17197"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	15	16513	Unreliable
	"Will County, IL"	"17197"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	18340	Unreliable
	"Will County, IL"	"17197"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	17833	Unreliable
	"Will County, IL"	"17197"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	19	16455	Unreliable
	"Will County, IL"	"17197"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	18387	Unreliable
	"Will County, IL"	"17197"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	15	16636	Unreliable
	"Will County, IL"	"17197"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	16308	Unreliable
	"Will County, IL"	"17197"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	16	18219	Unreliable
	"Will County, IL"	"17197"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	14	18246	Unreliable
	"Winnebago County, IL"	"17201"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	7084	Unreliable
	"Winnebago County, IL"	"17201"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	6809	Unreliable
	"Winnebago County, IL"	"17201"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	6575	Unreliable
	"Winnebago County, IL"	"17201"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	6579	Unreliable
	"Winnebago County, IL"	"17201"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	6668	Unreliable
	"Allen County, IN"	"18003"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	10820	Unreliable
	"Allen County, IN"	"18003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	9796	Unreliable
	"Allen County, IN"	"18003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	10272	Unreliable
	"Allen County, IN"	"18003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	9812	Unreliable
	"Howard County, IN"	"18067"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	2001	Unreliable
	"Lake County, IN"	"18089"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	12	10446	Unreliable
	"Lake County, IN"	"18089"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	13	10541	Unreliable
	"Lake County, IN"	"18089"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	10789	Unreliable
	"Lake County, IN"	"18089"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	16	11545	Unreliable
	"Lake County, IN"	"18089"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	10	11490	Unreliable
	"Lake County, IN"	"18089"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	10534	Unreliable
	"Lake County, IN"	"18089"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	11657	Unreliable
	"Lake County, IN"	"18089"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	13	10853	Unreliable
	"Lake County, IN"	"18089"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	10544	Unreliable
	"Lake County, IN"	"18089"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	11844	Unreliable
	"Lake County, IN"	"18089"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	11051	Unreliable
	"Marion County, IN"	"18097"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	15	24487	Unreliable
	"Marion County, IN"	"18097"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	20	21170	94.5
	"Marion County, IN"	"18097"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	18168	Unreliable
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"30-34 years"	"30-34"	13	8796	Unreliable
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	31	27654	112.1
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	25	24550	101.8
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	28	21673	129.2
	"Marion County, IN"	"18097"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	20	18457	108.4
	"Marion County, IN"	"18097"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	17	28100	Unreliable
	"Marion County, IN"	"18097"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	12	24637	Unreliable
	"Marion County, IN"	"18097"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	17	21294	Unreliable
	"Marion County, IN"	"18097"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	12	18113	Unreliable
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	13	19548	Unreliable
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	27581	72.5
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	27	24371	110.8
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	26	21838	119.1
	"Marion County, IN"	"18097"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	15	18557	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	28118	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	17	24855	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	17	21276	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	14	18295	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	14	8359	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	11	19777	Unreliable
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	24	27424	87.5
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	29	24707	117.4
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	31	21806	142.2
	"Marion County, IN"	"18097"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	23	18698	123.0
	"Sedgwick County, KS"	"20173"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	14296	Unreliable
	"Fayette County, KY"	"21067"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	10	7572	Unreliable
	"Fayette County, KY"	"21067"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	9687	Unreliable
	"Fayette County, KY"	"21067"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	8692	Unreliable
	"Fayette County, KY"	"21067"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	15	9444	Unreliable
	"Fayette County, KY"	"21067"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	10	8852	Unreliable
	"Fayette County, KY"	"21067"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	10	7864	Unreliable
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	15	21961	Unreliable
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	19	19187	Unreliable
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	25	18084	138.2
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	17	16514	Unreliable
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	14	17152	Unreliable
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	24	21577	111.2
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	46	20294	226.7
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	32	18486	173.1
	"Jefferson County, KY"	"21111"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	18	16668	Unreliable
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	14	21649	Unreliable
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	18	19035	Unreliable
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	15	16485	Unreliable
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	11	16868	Unreliable
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	21401	93.5
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	26	20215	128.6
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	25	18659	134.0
	"Jefferson County, KY"	"21111"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	21	16542	126.9
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	11	19371	Unreliable
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	25	18260	136.9
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	13	16357	Unreliable
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	20	21067	94.9
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	30	20127	149.1
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	34	18531	183.5
	"Jefferson County, KY"	"21111"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	24	16577	144.8
	"Kenton County, KY"	"21117"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	5381	Unreliable
	"Kenton County, KY"	"21117"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	18	5512	Unreliable
	"Kenton County, KY"	"21117"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	5285	Unreliable
	"Kenton County, KY"	"21117"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	5522	Unreliable
	"Kenton County, KY"	"21117"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	4705	Unreliable
	"Kenton County, KY"	"21117"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	5689	Unreliable
	"Kenton County, KY"	"21117"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	5186	Unreliable
	"Madison County, KY"	"21151"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	2594	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	12	7843	Unreliable
	"East Baton Rouge Parish, LA"	"22033"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	7093	Unreliable
	"Jefferson Parish, LA"	"22051"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	15	10152	Unreliable
	"Jefferson Parish, LA"	"22051"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	16	10712	Unreliable
	"Jefferson Parish, LA"	"22051"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	16	9708	Unreliable
	"Jefferson Parish, LA"	"22051"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	8455	Unreliable
	"Jefferson Parish, LA"	"22051"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	9671	Unreliable
	"Jefferson Parish, LA"	"22051"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	9577	Unreliable
	"Jefferson Parish, LA"	"22051"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	12	8558	Unreliable
	"Jefferson Parish, LA"	"22051"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	12	9264	Unreliable
	"Jefferson Parish, LA"	"22051"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	13	9992	Unreliable
	"Jefferson Parish, LA"	"22051"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	12	9520	Unreliable
	"Orleans Parish, LA"	"22071"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	11	6797	Unreliable
	"Orleans Parish, LA"	"22071"	"2017"	"2017"	"Male"	"M"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	12	5681	Unreliable
	"Orleans Parish, LA"	"22071"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	15	6838	Unreliable
	"Orleans Parish, LA"	"22071"	"2018"	"2018"	"Male"	"M"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	12	5618	Unreliable
	"Orleans Parish, LA"	"22071"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	11	5089	Unreliable
	"Orleans Parish, LA"	"22071"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	10	6988	Unreliable
	"Orleans Parish, LA"	"22071"	"2019"	"2019"	"Male"	"M"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	12	5692	Unreliable
	"St. Tammany Parish, LA"	"22103"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	7253	Unreliable
	"St. Tammany Parish, LA"	"22103"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	6138	Unreliable
	"Cumberland County, ME"	"23005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	13	9150	Unreliable
	"Cumberland County, ME"	"23005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	17	8478	Unreliable
	"Cumberland County, ME"	"23005"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	15	8722	Unreliable
	"Penobscot County, ME"	"23019"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	4416	Unreliable
	"Penobscot County, ME"	"23019"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	4074	Unreliable
	"Penobscot County, ME"	"23019"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	10	4842	Unreliable
	"York County, ME"	"23031"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	10	5785	Unreliable
	"York County, ME"	"23031"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	11	5803	Unreliable
	"York County, ME"	"23031"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	11	5643	Unreliable
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	13	15105	Unreliable
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	36	15068	238.9
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	28	15420	181.6
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	22	14907	147.6
	"Anne Arundel County, MD"	"24003"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	21	12698	165.4
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	13	13928	Unreliable
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	12	14375	Unreliable
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	10	15260	Unreliable
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	15	14757	Unreliable
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	27	15401	175.3
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	17	15218	Unreliable
	"Anne Arundel County, MD"	"24003"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	14	12894	Unreliable
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	12	15038	Unreliable
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	12	15248	Unreliable
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	17	14501	Unreliable
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	28	15456	181.2
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	25	15220	164.3
	"Anne Arundel County, MD"	"24003"	"2019"	"2019"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	21	13218	158.9
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	14	16802	Unreliable
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	17	16788	Unreliable
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	13	15237	Unreliable
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	13826	Unreliable
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"20-24 years"	"20-24"	15	14827	Unreliable
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	30	16759	179.0
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	36	16685	215.8
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	24	15432	155.5
	"Baltimore County, MD"	"24005"	"2017"	"2017"	"Male"	"M"	"White"	"2106-3"	"40-44 years"	"40-44"	27	13504	199.9
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"25-29 years"	"25-29"	11	15993	Unreliable
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"30-34 years"	"30-34"	20	16540	120.9
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"35-39 years"	"35-39"	11	15641	Unreliable
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Female"	"F"	"White"	"2106-3"	"40-44 years"	"40-44"	11	13586	Unreliable
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"25-29 years"	"25-29"	28	16113	173.8
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"30-34 years"	"30-34"	39	16484	236.6
	"Baltimore County, MD"	"24005"	"2018"	"2018"	"Male"	"M"	"White"	"2106-3"	"35-39 years"	"35-39"	37	15447	239.5
